Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6DXLO8LndZMVOHM0wNbpzg,"33ScadVnbm2X8kkUqOkC6Z,5bv5RplEOwdCvhq0EILh9E",Danza Kuduro,Meet The Orphans,"Don Omar,Lucenzo",1/1/2010,198786,78,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:29:55Z,"latin hip hop,puerto rican pop,reggaeton,trap latino,urbano latino",0.699,0.917,0,-4.897,1,0.115,0.078,0,0.065,0.889,130.04,4
0QHEIqNKsMoOY5urbzN48u,6JL8zeS1NmiOftqZTRgdTz,Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,134256,85,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:30:12Z,"hip pop,pop",0.838,0.525,10,-3.562,1,0.0665,0.345,0.00000192,0.0771,0.884,144.981,4
1jEBSDN5vYViJQr78W7jr2,6VuMaDnrHyPL1p4EHjYLi7,Light Switch,CHARLIE,Charlie Puth,10/6/2022,187703,80,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-05T00:19:02Z,"pop,viral pop",0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,4
2DB4DdfCFMw1iaR6JaR03a,"4nDoRrQiYLoBzwC5BhVJzF,6eUKZXaKkcviH0Ku9w2n3V",Bam Bam (feat. Ed Sheeran),Familia,"Camila Cabello,Ed Sheeran",4/7/2022,206070,78,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-05T00:19:04Z,"dance pop,pop,singer-songwriter pop,uk pop",0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,4
5Odq8ohlgIbQKMZivbWkEo,"6VuMaDnrHyPL1p4EHjYLi7,6HaGTQPmzraVmaVxvz6EUc,3Nrfpe0tUJi4K4DXYWgMUX",Left and Right (Feat. Jung Kook of BTS),CHARLIE,"Charlie Puth,Jung Kook,BTS",10/6/2022,154486,84,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:27:25Z,"pop,viral pop,k-pop,k-pop boy group",0.881,0.592,2,-4.898,1,0.0324,0.619,0.0000132,0.0901,0.719,101.058,4
4h4QlmocP3IuwYEj2j14p8,"7qmpXeNz2ojlMl2EEfkeLs,38PzLQE4GW8o7A18oGhi0x",Sunroof,Sunroof,"Nicky Youre,dazy",12/3/2021,163025,68,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:27:30Z,singer-songwriter pop,0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,4
02MWAaffLxlfxAUY7c5dvx,4yvcSjfu4PC0CYQyLy4wSq,Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,8/6/2020,238805,37,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:27:33Z,"gauze pop,indietronica,modern rock,pov: indie,shiver pop",0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,4
6I3mqTwhRpn34SLVafSH7G,1uNFoZAHBGtllmzznpCI3s,Ghost,Justice,Justin Bieber,3/19/2021,153190,87,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:27:37Z,"canadian pop,pop",0.601,0.741,2,-5.569,1,0.0478,0.185,0.0000291,0.415,0.441,153.96,4
2eAvDnpXP5W0cVtiI0PUxV,2WzaAvm2bBCf4pEhyuDgCY,Dandelions,Safe Haven,Ruth B.,5/5/2017,233720,89,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:27:40Z,"alt z,canadian contemporary r&b,canadian pop,pop",0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,3
5wANPM4fQCJwkGd4rN57mH,1McMsnEElThX1knmY4oliG,drivers license,SOUR,Olivia Rodrigo,5/21/2021,242013,88,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:27:42Z,pop,0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,4
1nahzW3kfMuwReTka28tH5,1uNFoZAHBGtllmzznpCI3s,Hold On,Justice,Justin Bieber,3/19/2021,170813,74,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:30:31Z,"canadian pop,pop",0.658,0.634,1,-6.068,0,0.0431,0.0104,0,0.12,0.302,140.002,4
228BxWXUYQPJrJYHDLOHkj,4VMYDCV2IEDYJArk749S6m,Gasolina,Barrio Fino (Bonus Track Version),Daddy Yankee,7/13/2004,192600,86,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:30:47Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.852,0.797,0,-6.543,1,0.0614,0.322,0.00000269,0.0845,0.741,96.008,4
7COfe3P7KgfwDwIRB8LIDw,"1vyhD5VmyZ7KMfW5gqLgo5,4RSyJzf7ef6Iu2rnLdabNq",Mi Gente,Vibras,"J Balvin,Willy William",5/25/2018,185040,76,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:30:59Z,"reggaeton,reggaeton colombiano,trap latino,urbano latino,pop dance",0.548,0.704,11,-4.838,0,0.0777,0.0168,0.0000225,0.143,0.288,104.666,4
58q2HKrzhC3ozto2nDdN4z,"4kYSro6naA4h99UJvo89HB,4q3ewBCX7sLwd24euuV69X,1vyhD5VmyZ7KMfW5gqLgo5",I Like It,Invasion of Privacy,"Cardi B,Bad Bunny,J Balvin",4/6/2018,253390,80,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:31:02Z,"pop,rap,reggaeton,trap latino,urbano latino,reggaeton colombiano",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4
6k2900NjJeVqZM55G3Danu,"2W6kbe0nm96COrHzNmfLLd,1RyvyyTE3xzB2ZywiAwp0i,1vyhD5VmyZ7KMfW5gqLgo5,2ExGrw6XpbtUAJHTLtUXUD,1ackd5XprZEkH3McKbQD51",Bum Bum Tam Tam,Bum Bum Tam Tam,"MC Fioti,Future,J Balvin,Stefflon Don,Juan Magán",12/15/2017,213988,70,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:31:04Z,"funk carioca,funk ostentacao,funk paulista,atl hip hop,hip hop,rap,southern hip hop,trap,reggaeton,reggaeton colombiano,trap latino,urbano latino,dancehall,dancehall queen,uk dancehall,uk hip hop,electro latino,spanish pop",0.896,0.675,1,-3.908,1,0.124,0.346,0.00000811,0.262,0.659,131.999,4
1DoK3CdipMjplLk5LXUdcp,"1vyhD5VmyZ7KMfW5gqLgo5,4RSyJzf7ef6Iu2rnLdabNq,6vWDO969PvNqNYHIOW5v0m",Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),"J Balvin,Willy William,Beyoncé",9/28/2017,209733,63,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:31:08Z,"reggaeton,reggaeton colombiano,trap latino,urbano latino,pop dance,pop,r&b",0.759,0.716,11,-6.36,0,0.0818,0.0223,0,0.231,0.469,105.021,4
5fwSHlTEWpluwOM0Sxnh5k,329e4yvIujISKGKz1BZZbO,Pepas,Pepas,Farruko,6/24/2021,287120,84,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:31:31Z,"reggaeton,trap latino,urbano latino",0.762,0.766,7,-3.955,1,0.0343,0.00776,0.0000698,0.128,0.442,130.001,4
1q0PYXTbDsirp2l74ng6pn,"1vyhD5VmyZ7KMfW5gqLgo5,5he5w2lnU9x7JFhnwcekXX",In Da Getto,JOSE,"J Balvin,Skrillex",9/10/2021,130666,70,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:31:38Z,"reggaeton,reggaeton colombiano,trap latino,urbano latino,brostep,complextro,edm,electro,pop dance",0.924,0.723,8,-3.142,1,0.0466,0.0177,0.0000261,0.113,0.643,126.998,4
3eJH2nAjvNXdmPfBkALiPZ,07YZf4WDAMNwqr4jfgOZ8y,Acapulco,Acapulco,Jason Derulo,9/3/2021,139672,79,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:27:14Z,"dance pop,pop",0.774,0.792,10,-4.021,1,0.0523,0.051,0,0.155,0.507,122.062,4
6FvSS3Goz7OC8oCC2eWqe8,"49YbNTLaaAbZHLtDI2aPGL,07YZf4WDAMNwqr4jfgOZ8y",Jalebi Baby (Tesher x Jason Derulo),Jalebi Baby (Tesher x Jason Derulo),"Tesher,Jason Derulo",5/28/2021,169154,71,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:27:17Z,"dance pop,pop",0.691,0.829,0,-7.179,1,0.0412,0.0289,0,0.254,0.866,93.059,4
4gvrJnKCKIPiacNsWVQwEU,"048LktY5zMnakWq7PTtFrz,7iTLGcddv1bOPirdYJjKVy,5fUXK5m3BNwoRgTyKq8tnz",love nwantiti (feat. Dj Yo! & AX'EL) - Remix,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],"CKay,Dj Yo!,AX'EL",9/9/2021,188368,76,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T05:27:20Z,"afro r&b,afrobeats",0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,3
6GKGoi0FHzldk1ZRQoV1fv,49YbNTLaaAbZHLtDI2aPGL,Jalebi Baby,Jalebi Baby,Tesher,11/13/2020,189375,68,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:31:45Z,,0.68,0.895,2,-7.144,1,0.0378,0.0156,0.000374,0.145,0.824,93.037,4
2Xr1dTzJee307rmrkt8c0g,048LktY5zMnakWq7PTtFrz,love nwantiti (ah ah ah),CKay The First,CKay,8/30/2019,145800,82,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:31:56Z,"afro r&b,afrobeats",0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,4
6Uj1ctrBOjOas8xZXGqKk4,5cj0lLjcoR7YOSnhnX0Po5,Woman,Planet Her,Doja Cat,6/25/2021,172626,86,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:32:03Z,"dance pop,pop",0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4
1qCHidBbWAgv3pn6UbZ4Lg,4nDoRrQiYLoBzwC5BhVJzF,Don't Go Yet,Familia,Camila Cabello,4/7/2022,164842,71,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:32:12Z,"dance pop,pop",0.666,0.796,10,-6.967,0,0.103,0.0492,0,0.0442,0.61,110.108,4
3nqQXoyQOWXiESFLlDF1hG,"2wY79sveU1sp5g7SokKOiI,3Xt3RrJMFv5SZkCfUE8C1J",Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),"Sam Smith,Kim Petras",9/22/2022,156943,86,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:32:21Z,"pop,uk pop,alt z,transpop",0.714,0.472,2,-7.375,1,0.0864,0.013,0.00000451,0.266,0.238,131.121,4
3rmo8F54jFF8OgYsqTxm5d,6eUKZXaKkcviH0Ku9w2n3V,Bad Habits,=,Ed Sheeran,10/29/2021,230746,85,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:32:27Z,"pop,singer-songwriter pop,uk pop",0.807,0.893,11,-3.745,0,0.0347,0.0451,0.0000279,0.366,0.537,126.011,4
0VjIjW4GlUZAMYd2vXMi3b,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,After Hours,The Weeknd,3/20/2020,200040,91,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:32:34Z,"canadian contemporary r&b,canadian pop,pop",0.514,0.73,1,-5.934,1,0.0598,0.00146,0.0000954,0.0897,0.334,171.005,4
2dHHgzDwk4BJdRwy9uXhTO,"0iEtIxbK0KxaSlF7G42ZOp,1Xyo4u8uXC1ZmMpatF05PJ,1URnnhqYAYcrqrcwql10ft",Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,"Metro Boomin,The Weeknd,21 Savage",12/2/2022,221520,92,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:32:38Z,"rap,canadian contemporary r&b,canadian pop,pop,atl hip hop,hip hop,trap",0.715,0.62,1,-6.005,0,0.0484,0.417,0,0.0822,0.172,97.95,4
37BZB0z9T8Xu7U3e65qxFy,"1Xyo4u8uXC1ZmMpatF05PJ,66CXWjxzNUsdJxJ2JdwvnR",Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix),"The Weeknd,Ariana Grande",4/23/2021,191013,83,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:32:42Z,"canadian contemporary r&b,canadian pop,pop",0.65,0.825,0,-4.645,1,0.0325,0.0215,0.0000244,0.0936,0.593,118.091,4
1sYSP7gKa5kdKIfhANfori,1bqxdqvUtPWZri43cKHac8,Lights Down Low,Hell's Kitchen Angel,MAX,4/8/2016,223846,63,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:32:55Z,"singer-songwriter pop,viral pop",0.623,0.493,5,-7.727,0,0.0338,0.0632,0,0.104,0.594,81.019,4
3sqRODOZ1Z6hR4F2tnFAlg,2sN4fSzAm2rAL0HIurPCEM,Sakhiyaan,Sakhiyaan,Maninder Buttar,10/21/2018,179325,73,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:33:03Z,"desi hip hop,desi pop,punjabi pop",0.706,0.674,9,-5.932,1,0.044,0.3,0,0.202,0.359,83.001,4
2Bs4jQEGMycglOfWPBqrVG,4AK6F7OLvEQ5QYCBNiQWHq,Steal My Girl,FOUR (Deluxe),One Direction,11/17/2014,228133,81,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T23:35:58Z,"boy band,pop,post-teen pop,talent show",0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,4
3zkWCteF82vJwv0hRLba76,7n2wHs1TKAczGzO7Dd2rGr,Stitches,Handwritten,Shawn Mendes,4/14/2015,206880,82,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T23:36:00Z,"canadian pop,pop,viral pop",0.746,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,4
50kpGaPAhYJ3sGmk6vplg0,1uNFoZAHBGtllmzznpCI3s,Love Yourself,Purpose (Deluxe),Justin Bieber,11/13/2015,233720,85,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-03T23:36:01Z,"canadian pop,pop",0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,4
5O2P9iiztwhomNh8xkR9lJ,4AK6F7OLvEQ5QYCBNiQWHq,Night Changes,FOUR (Deluxe),One Direction,11/17/2014,226600,88,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:33:10Z,"boy band,pop,post-teen pop,talent show",0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,4
0ct6r3EGTcMLPtrXHDvVjc,1vCWHaC5f2uS3yhpwWbIA6,The Nights,The Days / Nights,Avicii,1/1/2014,176658,87,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:33:32Z,"edm,pop,pop dance",0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4
6FE2iI43OZnszFLuLtvvmg,2l35CQqtYRh3d8ZIiBep4v,Classic,MKTO,MKTO,2012,175426,83,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-06T00:15:40Z,"pop,post-teen pop",0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,4
1CQ2cMfrmFM1YdfmjENKVE,5Rl15oVamLq7FbSb0NNBNy,She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,6/27/2014,202496,75,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-02-06T00:15:42Z,"boy band,pop",0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,4
3ebXMykcMXOcLeJ9xZ17XH,"60d24wfXkVzDSfLS6hyCjZ,6M2wZ9GZgrQXHCFfjv46we",Scared to Be Lonely,Scared to Be Lonely,"Martin Garrix,Dua Lipa",1/27/2017,220883,79,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:33:40Z,"dutch edm,edm,pop,pop dance,progressive house,dance pop,uk pop",0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,4
6YUTL4dYpB9xZO5qExPf05,7CajNmpbOovFoOoasH2HaY,Summer,Motion,Calvin Harris,10/31/2014,222533,84,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:34:00Z,"dance pop,edm,electro house,house,pop,progressive house,uk dance",0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
0qvzXomUDJVaUboy2wMfiS,1Hsdzj7Dlq2I7tHP7501T4,This Town,Flicker (Deluxe),Niall Horan,10/20/2017,232852,80,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:34:15Z,pop,0.677,0.401,9,-8.467,1,0.0308,0.712,0,0.116,0.195,111.825,4
50nfwKoDiSYg8zOCREWAm5,6eUKZXaKkcviH0Ku9w2n3V,Shivers,=,Ed Sheeran,10/29/2021,207853,87,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:34:41Z,"pop,singer-songwriter pop,uk pop",0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,4
35mvY5S1H3J2QZyna3TFe0,66CXWjxzNUsdJxJ2JdwvnR,positions,Positions,Ariana Grande,10/30/2020,172324,83,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:34:49Z,pop,0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,4
6UelLqGlWMcVH1E5c4H7lY,6KImCVD70vtIoJWnq6nGn3,Watermelon Sugar,Fine Line,Harry Styles,12/13/2019,174000,89,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:35:06Z,pop,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4
5cF0dROlMOK5uNZtivgu50,6VuMaDnrHyPL1p4EHjYLi7,Attention,Voicenotes,Charlie Puth,5/11/2018,208786,84,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:35:13Z,"pop,viral pop",0.775,0.613,3,-4.586,0,0.0542,0.109,0.0000233,0.134,0.797,100.066,4
5eWgDlp3k6Tb5RD8690s6I,04gDigrS5kc9YWfZHwBETP,Sugar,V (Deluxe),Maroon 5,9/2/2014,235493,0,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:36:03Z,pop,0.744,0.783,1,-7.077,1,0.0337,0.0553,0,0.086,0.885,120.042,4
3PGdPUMdUg7a3Tgr5gkfKK,"04gDigrS5kc9YWfZHwBETP,2YZyLoL8N0Wb9xBt1NhZWg",Don't Wanna Know (feat. Kendrick Lamar),Red Pill Blues (Deluxe),"Maroon 5,Kendrick Lamar",11/3/2017,214265,0,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:36:10Z,"pop,conscious hip hop,hip hop,rap,west coast rap",0.776,0.62,7,-6.198,1,0.067,0.341,0,0.0978,0.427,100.025,4
4xmkpE1Si5JL7NFxWrhV0S,"6WOdPJmexxFINcKMkP2jMG,52XgeWw24o4klNdfwvB0Vx,6kNlPxUqmZMUyeGRMrWnuQ",Humraah (From Malang - Unleash The Madness),Humraah (From Malang - Unleash The Madness),"Sachet Tandon,Kunaal Vermaa,The Fusion Project",1/23/2020,299821,68,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:36:19Z,"desi pop,filmi,modern bollywood",0.468,0.854,11,-3.932,0,0.059,0.176,0,0.126,0.277,155.867,4
0WtM2NBVQNNJLh6scP13H8,"46pWGuE3dSwY3bMMXGBvVS,0C8ZW7ezQVs4URX5aX7Kqx",Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),"Rema,Selena Gomez",8/25/2022,239317,91,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:36:26Z,"afrobeats,nigerian pop,pop,post-teen pop",0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4
76OGwb5RA9h4FxQPT33ekc,46xBNx0j6cwY6sD9LgMTm1,SNAP,SNAP,Rosa Linn,3/19/2022,179551,88,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:36:33Z,alt z,0.565,0.636,0,-8.198,1,0.0638,0.107,0.0000099,0.447,0.525,170.01,4
0tBbt8CrmxbjRP0pueQkyU,"0C8ZW7ezQVs4URX5aX7Kqx,64KEffDW9EtZ1y2vBYgq8T",Wolves,Wolves,"Selena Gomez,Marshmello",10/25/2017,197993,80,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:36:51Z,"pop,post-teen pop,brostep,edm,progressive electro house",0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,4
6JV2JOEocMgcZxYSZelKcc,31TPClRtHm23RisEBtV3X7,CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS),CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS),Justin Timberlake,5/6/2016,236001,80,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:37:03Z,"dance pop,pop",0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,4
5Z3GHaZ6ec9bsiI5BenrbY,6LuN9FCkKOj5PcnpouEgny,Young Dumb & Broke,American Teen,Khalid,4/27/2017,202546,81,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:37:18Z,"pop,pop r&b",0.799,0.539,1,-6.351,1,0.0421,0.199,0.0000166,0.165,0.394,136.948,4
0qOnSQQF0yzuPWsXrQ9paz,"4IJczjB0fJ04gs4uvP0Fli,4bYPcJP5jwMhSivRcqie2n",Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,"Gym Class Heroes,Adam Levine",11/11/2011,210960,83,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:37:26Z,"dance pop,pop rap,deep talent show",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
06KyNuuMOX1ROXRhj787tj,"6VuMaDnrHyPL1p4EHjYLi7,0C8ZW7ezQVs4URX5aX7Kqx",We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,"Charlie Puth,Selena Gomez",1/29/2016,217706,84,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:37:33Z,"pop,viral pop,post-teen pop",0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4
1wVuPmvt6AWvTL5W2GJnzZ,0du5cEVh5yTK9QJze8zA0C,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,10/5/2010,217866,79,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:37:38Z,"dance pop,pop",0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,4
2K87XMYnUMqLcX3zvtAF4G,4AK6F7OLvEQ5QYCBNiQWHq,Drag Me Down,Made In The A.M. (Deluxe Edition),One Direction,11/13/2015,192120,80,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:37:41Z,"boy band,pop,post-teen pop,talent show",0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,4
5e08a8D8T3z4LDXbUIjxKQ,3rWZHrfrsPBxVy692yAIxF,Wait a Minute!,ARDIPITHECUS,WILLOW,12/18/2015,196520,65,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:37:45Z,"afrofuturism,pop,post-teen pop,pov: indie",0.764,0.705,3,-5.279,0,0.0278,0.0371,0.0000194,0.0943,0.672,101.003,4
3NLnwwAQbbFKcEcV8hDItk,4AK6F7OLvEQ5QYCBNiQWHq,Perfect,Made In The A.M. (Deluxe Edition),One Direction,11/13/2015,230333,80,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:38:03Z,"boy band,pop,post-teen pop,talent show",0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,4
6ocbgoVGwYJhOv1GgI9NsF,66CXWjxzNUsdJxJ2JdwvnR,7 rings,"thank u, next",Ariana Grande,2/8/2019,178626,85,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:38:07Z,pop,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4
5knuzwU65gJK7IF5yJsuaW,"6MDME20pz9RveH9rEXvrOM,3Isy6kedDrgPYoTS1dazA9,1zNqDE7qDGCsyzJwohVaoX",Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit,Sean Paul,Anne-Marie",10/21/2016,251088,76,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:38:12Z,"pop,uk dance,uk funky,dance pop,dancehall,pop rap",0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,4
47OVNnZJzIkrsEiZ4n187p,"1HBjj22wzbscIZ9sEb5dyf,5exS0bytCYdixgv02DaCm3",Mama,Mama,"Jonas Blue,William Singe",5/5/2017,184133,62,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:38:41Z,"pop,pop dance,tropical house,uk dance",0.737,0.792,11,-4.117,0,0.0416,0.102,0,0.0532,0.543,104.012,4
1dNIEtp7AY3oDAKCGg2XkH,"69GGBxA162lTqCwzJG5jLp,4gzpq5DPGxSnKTe4SA8HAU",Something Just Like This,Something Just Like This,"The Chainsmokers,Coldplay",2/22/2017,247626,75,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:38:48Z,"electropop,pop,permanent wave",0.607,0.649,11,-6.695,0,0.0362,0.0306,0.0000246,0.174,0.505,102.996,4
76FZM38RC8XaAjJ77CVTNe,66CXWjxzNUsdJxJ2JdwvnR,Into You,Dangerous Woman,Ariana Grande,4/1/2016,244453,80,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:38:55Z,pop,0.623,0.734,9,-5.95,1,0.107,0.0162,0.0000019,0.145,0.372,107.853,4
3e9HZxeyfWwjeyPAMmWSSQ,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next","thank u, next",Ariana Grande,2/8/2019,207320,82,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:39:04Z,pop,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,4
6VrLYoQKdhu1Jruei06t65,7gAppWoH7pcYmphCVTXkzs,Somebody To You,Meet The Vamps,The Vamps,1/1/2014,185097,77,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:39:13Z,"boy band,pop",0.526,0.818,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96,4
0osvOdeD3YXZiWkT8MKolJ,"07YZf4WDAMNwqr4jfgOZ8y,4bYPcJP5jwMhSivRcqie2n,04gDigrS5kc9YWfZHwBETP",Lifestyle (feat. Adam Levine),Lifestyle (feat. Adam Levine),"Jason Derulo,Adam Levine,Maroon 5",1/21/2021,153865,67,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-01-28T13:39:21Z,"dance pop,pop,deep talent show",0.749,0.674,10,-5.128,0,0.0366,0.0209,0,0.169,0.711,123.055,4
